fips,city,region,uhi_index,median_income,pct_poc,poverty_rate,tree_canopy_pct,population
00000061198,Detroit,Upper Midwest,8.65,85045,53.9,54.4,10.3,3215
00000061199,Detroit,Upper Midwest,10.42,31589,26.4,55.0,19.3,1863
00000061200,Detroit,Upper Midwest,11.92,15000,58.3,49.9,24.7,986
00000061201,Detroit,Upper Midwest,9.32,74172,36.8,47.9,29.9,1284
00000061202,Detroit,Upper Midwest,8.59,107308,41.0,50.0,33.4,1823
00000061203,Detroit,Upper Midwest,10.3,89157,60.2,50.6,11.0,1176
00000061204,Detroit,Upper Midwest,9.55,45935,12.2,55.0,46.5,2348
00000061205,Detroit,Upper Midwest,9.69,71959,42.7,55.0,26.7,2179
00000061206,Detroit,Upper Midwest,9.72,77905,46.3,53.5,26.4,767
00000061207,Detroit,Upper Midwest,9.98,79192,60.0,55.0,20.1,2512
00000061208,Detroit,Upper Midwest,10.11,50147,35.7,55.0,16.9,2746
00000061209,Detroit,Upper Midwest,9.82,49919,14.1,54.5,36.2,1421
00000061210,Detroit,Upper Midwest,11.72,15000,49.0,50.8,30.8,953
00000061211,Detroit,Upper Midwest,9.45,70579,74.9,55.0,29.8,2191
00000061212,Detroit,Upper Midwest,8.77,84097,27.7,50.0,30.6,1315
00000061213,Detroit,Upper Midwest,10.01,89300,27.0,55.0,30.8,611
00000061214,Detroit,Upper Midwest,9.64,37321,27.6,47.7,32.8,1562
00000061215,Detroit,Upper Midwest,11.23,63387,61.2,55.0,22.7,2500
00000061216,Detroit,Upper Midwest,9.68,62705,20.9,55.0,33.5,1119
00000061217,Detroit,Upper Midwest,10.56,43500,12.0,55.0,27.4,717
00000061218,Detroit,Upper Midwest,10.49,90923,73.3,55.0,17.5,1458
00000061219,Detroit,Upper Midwest,10.27,64912,22.5,55.0,32.3,1909
00000061220,Detroit,Upper Midwest,10.09,52323,26.0,55.0,19.4,2685
00000061221,Detroit,Upper Midwest,10.31,93338,48.4,55.0,18.9,4011
00000061222,Detroit,Upper Midwest,10.68,80496,37.5,55.0,35.2,1061
00000061223,Detroit,Upper Midwest,10.17,48034,16.9,55.0,22.2,1532
00000061224,Detroit,Upper Midwest,12.19,21371,70.0,55.0,18.1,1805
00000061225,Detroit,Upper Midwest,9.7,45614,30.8,53.2,24.0,1529
00000061226,Detroit,Upper Midwest,10.03,67577,43.0,55.0,21.4,643
00000061227,Detroit,Upper Midwest,10.1,52180,64.8,55.0,47.2,1594
00000061228,Detroit,Upper Midwest,10.34,35353,29.0,49.3,28.1,4773
00000061229,Detroit,Upper Midwest,10.87,58696,50.7,54.5,32.8,1122
00000061230,Detroit,Upper Midwest,10.5,22052,62.7,50.1,37.4,1467
00000061231,Detroit,Upper Midwest,11.42,78744,70.4,52.5,28.9,10305
00000061232,Detroit,Upper Midwest,7.76,117202,25.1,43.2,40.2,2804
00000061233,Detroit,Upper Midwest,10.37,79861,44.8,54.2,34.5,1174
00000061234,Detroit,Upper Midwest,9.12,97253,50.6,48.5,33.7,903
00000061235,Detroit,Upper Midwest,9.7,48401,20.4,55.0,30.0,1242
00000061236,Detroit,Upper Midwest,8.25,55911,30.1,54.6,38.5,639
00000061237,Detroit,Upper Midwest,10.35,34959,29.8,55.0,11.1,1258
00000061238,Detroit,Upper Midwest,8.56,79568,19.8,55.0,28.9,3445
00000061239,Detroit,Upper Midwest,10.28,90805,53.0,55.0,26.2,2826
00000061240,Detroit,Upper Midwest,9.32,49148,35.0,46.9,29.0,1340
00000061241,Detroit,Upper Midwest,8.73,70055,7.9,55.0,38.5,2504
00000061242,Detroit,Upper Midwest,10.79,27575,41.9,55.0,26.8,2554
00000061243,Detroit,Upper Midwest,10.36,60608,55.3,42.1,21.4,2441
00000061244,Detroit,Upper Midwest,11.0,43681,62.8,53.1,9.2,2181
00000061245,Detroit,Upper Midwest,9.75,68139,41.5,55.0,27.6,1103
00000061246,Detroit,Upper Midwest,9.85,79732,44.0,49.3,36.3,2486
00000061247,Detroit,Upper Midwest,10.6,41075,52.1,47.1,27.0,1339
00000061248,Detroit,Upper Midwest,11.17,31136,74.5,52.8,29.2,1651
00000061249,Detroit,Upper Midwest,8.28,62667,29.2,52.0,29.1,2758
00000061250,Detroit,Upper Midwest,10.8,63296,37.9,55.0,33.0,3897
00000061251,Detroit,Upper Midwest,10.15,61861,63.7,52.1,30.8,1328
00000061252,Detroit,Upper Midwest,11.47,33249,55.4,55.0,26.9,2134
00000061253,Detroit,Upper Midwest,10.11,33588,6.4,55.0,16.5,1362
00000061254,Detroit,Upper Midwest,8.7,70928,24.8,55.0,22.8,548
00000061255,Detroit,Upper Midwest,9.77,19470,10.5,53.2,29.6,3866
00000061256,Detroit,Upper Midwest,10.6,34211,80.2,54.2,37.0,2339
00000061257,Detroit,Upper Midwest,8.95,107683,73.0,51.7,29.1,1040
00000061258,Detroit,Upper Midwest,9.9,50834,29.7,55.0,29.7,2240
00000061259,Detroit,Upper Midwest,11.12,28337,44.3,55.0,23.7,3312
00000061260,Detroit,Upper Midwest,11.49,32352,51.9,49.5,27.3,1158
00000061261,Detroit,Upper Midwest,8.97,94847,38.3,48.2,31.5,1819
00000061262,Detroit,Upper Midwest,9.13,46823,19.1,55.0,34.9,2043
00000061263,Detroit,Upper Midwest,10.89,59821,73.1,53.3,14.2,889
00000061264,Detroit,Upper Midwest,8.83,52723,5.4,44.7,21.7,1255
00000061265,Detroit,Upper Midwest,10.43,27414,28.9,55.0,28.9,2035
00000061266,Detroit,Upper Midwest,11.1,25810,56.3,50.8,32.7,1964
00000061267,Detroit,Upper Midwest,12.43,75148,95.0,55.0,17.7,1844
00000061268,Detroit,Upper Midwest,10.47,34275,20.6,55.0,14.2,3714
00000061269,Detroit,Upper Midwest,6.93,120413,31.8,37.8,39.1,3632
00000061270,Detroit,Upper Midwest,10.84,26927,43.4,53.5,27.8,2175
00000061271,Detroit,Upper Midwest,10.12,34724,58.0,55.0,28.5,1011
00000061272,Detroit,Upper Midwest,9.9,76271,50.0,46.2,27.1,2584
00000061273,Detroit,Upper Midwest,10.13,68093,59.9,48.7,15.8,924
00000061274,Detroit,Upper Midwest,7.48,97090,27.8,38.7,38.3,1056
00000061275,Detroit,Upper Midwest,9.84,76292,55.8,51.9,38.2,1309
00000061276,Detroit,Upper Midwest,9.01,93349,25.1,55.0,35.1,1184
00000061277,Detroit,Upper Midwest,10.49,104999,73.5,41.9,17.9,2229
00000061278,Detroit,Upper Midwest,8.96,57165,30.2,55.0,25.2,2407
00000061279,Detroit,Upper Midwest,10.96,17264,37.8,54.7,11.6,880
00000061280,Detroit,Upper Midwest,8.87,101400,41.0,44.2,36.1,2511
00000061281,Detroit,Upper Midwest,9.97,88351,71.7,51.6,42.7,1798
00000061282,Detroit,Upper Midwest,9.02,77976,38.7,45.0,22.6,697
00000061283,Detroit,Upper Midwest,8.21,101596,29.1,51.3,41.7,6796
00000061284,Detroit,Upper Midwest,9.54,62985,10.7,55.0,30.8,1616
00000061285,Detroit,Upper Midwest,9.19,50025,19.3,48.6,23.9,1319
00000061286,Detroit,Upper Midwest,9.48,92233,55.7,54.7,17.8,1164
00000061287,Detroit,Upper Midwest,10.88,71589,60.8,55.0,18.4,1124
00000061288,Detroit,Upper Midwest,10.45,59363,35.6,55.0,26.2,2092
00000061289,Detroit,Upper Midwest,9.59,103050,31.4,52.0,26.4,1020
00000061290,Detroit,Upper Midwest,8.96,98406,38.0,55.0,18.7,1652
00000061291,Detroit,Upper Midwest,10.66,50927,29.4,48.1,37.4,919
00000061292,Detroit,Upper Midwest,10.79,28473,73.3,51.4,37.7,3723
00000061293,Detroit,Upper Midwest,10.83,40729,67.6,54.4,16.9,1986
00000061294,Detroit,Upper Midwest,8.34,50271,8.0,55.0,34.4,1172
00000061295,Detroit,Upper Midwest,9.32,52766,35.3,55.0,33.8,480
00000061296,Detroit,Upper Midwest,10.97,71795,53.4,55.0,38.7,937
00000061297,Detroit,Upper Midwest,7.02,141190,50.1,31.9,17.1,1037
00000061298,Detroit,Upper Midwest,10.84,90320,84.0,55.0,22.5,1238
00000061299,Detroit,Upper Midwest,7.47,95533,29.1,43.3,20.0,4496
00000061300,Detroit,Upper Midwest,10.12,64262,54.0,51.6,27.9,2132
00000061301,Detroit,Upper Midwest,7.02,70711,17.9,44.3,28.5,1635
00000061302,Detroit,Upper Midwest,8.78,77830,24.6,53.1,22.8,2252
00000061303,Detroit,Upper Midwest,9.12,95188,22.9,52.0,57.0,3227
00000061304,Detroit,Upper Midwest,10.62,89315,63.1,55.0,19.0,2720
00000061305,Detroit,Upper Midwest,9.1,82626,11.1,52.5,24.3,2965
00000061306,Detroit,Upper Midwest,11.56,48954,43.7,55.0,35.8,1761
00000061307,Detroit,Upper Midwest,10.66,22421,39.0,55.0,26.8,2802
00000061308,Detroit,Upper Midwest,9.36,94869,42.9,48.8,28.5,339
00000061309,Detroit,Upper Midwest,10.1,83300,70.6,48.2,31.6,3061
00000061310,Detroit,Upper Midwest,11.95,49223,86.0,51.2,36.7,1586
00000061311,Detroit,Upper Midwest,7.83,120984,16.4,40.9,33.8,1214
00000061312,Detroit,Upper Midwest,10.46,43892,39.8,54.5,18.5,2263
00000061313,Detroit,Upper Midwest,10.73,64121,24.6,55.0,23.2,2573
00000061314,Detroit,Upper Midwest,9.66,58890,41.0,55.0,34.7,8014
00000061315,Detroit,Upper Midwest,11.04,47956,49.7,55.0,23.5,2045
00000061316,Detroit,Upper Midwest,10.47,52161,54.6,51.6,32.9,1380
00000061317,Detroit,Upper Midwest,9.08,49467,31.4,55.0,33.3,1756
00000061318,Detroit,Upper Midwest,10.61,46913,52.2,55.0,19.4,2501
00000061319,Detroit,Upper Midwest,10.34,78933,59.3,47.5,30.6,430
00000061320,Detroit,Upper Midwest,9.88,86408,53.0,55.0,25.6,2147
00000061321,Detroit,Upper Midwest,8.79,49181,12.6,52.3,17.6,3087
00000061322,Detroit,Upper Midwest,10.23,52480,47.4,50.9,20.8,1570
00000061323,Detroit,Upper Midwest,8.07,74482,24.2,55.0,29.9,1601
00000061324,Detroit,Upper Midwest,10.29,71040,36.6,55.0,23.8,770
00000061325,Detroit,Upper Midwest,9.97,68284,74.9,53.1,31.6,1110
00000061326,Detroit,Upper Midwest,10.21,69987,35.0,55.0,23.2,1167
00000061327,Detroit,Upper Midwest,10.65,80215,73.7,55.0,44.1,2354
00000061328,Detroit,Upper Midwest,7.66,92584,19.0,54.0,25.5,2808
00000061329,Detroit,Upper Midwest,10.8,51257,66.9,55.0,35.0,4195
00000061330,Detroit,Upper Midwest,9.33,73441,29.1,54.3,24.9,2239
00000061331,Detroit,Upper Midwest,9.99,52821,52.3,54.1,33.9,641
00000061332,Detroit,Upper Midwest,11.37,15360,45.0,50.8,23.3,3978
00000061333,Detroit,Upper Midwest,9.25,42596,47.6,52.2,50.6,904
00000061334,Detroit,Upper Midwest,7.18,109722,11.8,45.0,23.2,1790
00000061335,Detroit,Upper Midwest,9.08,90562,32.4,52.9,27.1,1107
00000061336,Detroit,Upper Midwest,11.06,15000,7.9,51.3,33.3,1615
00000061337,Detroit,Upper Midwest,11.13,47691,44.5,55.0,19.1,2670
00000061338,Detroit,Upper Midwest,9.31,60725,20.8,55.0,36.7,2104
00000061339,Detroit,Upper Midwest,8.94,65889,18.1,53.5,49.8,1109
00000061340,Detroit,Upper Midwest,11.03,50954,37.7,55.0,19.5,2701
00000061341,Detroit,Upper Midwest,9.44,84682,15.1,53.2,30.2,5489
00000061342,Detroit,Upper Midwest,8.07,103119,16.3,45.8,31.2,1876
00000061343,Detroit,Upper Midwest,9.7,93290,42.2,48.3,18.7,1245
00000061344,Detroit,Upper Midwest,11.25,51323,54.4,54.1,19.9,3056
00000061345,Detroit,Upper Midwest,9.91,30699,22.6,55.0,9.6,1014
00000061346,Detroit,Upper Midwest,9.86,80075,39.4,55.0,27.3,1748
00000061347,Detroit,Upper Midwest,9.32,27811,24.9,55.0,30.4,1355
00000061348,Detroit,Upper Midwest,9.9,83358,38.0,55.0,30.6,4916
00000061349,Detroit,Upper Midwest,8.65,100664,23.9,47.8,35.5,1849
00000061350,Detroit,Upper Midwest,10.26,77932,70.0,55.0,37.2,1275
00000061351,Detroit,Upper Midwest,8.94,38002,2.1,55.0,28.5,1363
00000061352,Detroit,Upper Midwest,10.51,40487,68.6,54.6,25.7,401
00000061353,Detroit,Upper Midwest,10.98,66639,47.0,55.0,32.5,1488
00000061354,Detroit,Upper Midwest,8.28,109418,16.5,36.1,46.1,2155
00000061355,Detroit,Upper Midwest,10.63,68534,5.1,55.0,15.2,1472
00000061356,Detroit,Upper Midwest,10.1,37060,58.1,51.3,17.7,978
00000061357,Detroit,Upper Midwest,10.34,62190,46.9,55.0,19.1,2769
00000061358,Detroit,Upper Midwest,8.41,117796,45.4,47.9,20.0,1801
00000061359,Detroit,Upper Midwest,9.29,28138,24.2,48.7,13.8,5887
00000061360,Detroit,Upper Midwest,10.07,98865,73.6,48.2,26.9,1204
00000061361,Detroit,Upper Midwest,10.57,56671,16.0,55.0,14.7,1793
00000061362,Detroit,Upper Midwest,10.45,77100,64.1,55.0,32.6,1583
00000061363,Detroit,Upper Midwest,10.54,88302,65.1,55.0,38.2,1334
00000061364,Detroit,Upper Midwest,11.21,46381,36.7,55.0,18.9,2936
00000061365,Detroit,Upper Midwest,8.3,94348,10.8,52.0,26.8,1803
00000061366,Detroit,Upper Midwest,9.0,77315,27.8,55.0,29.6,1989
00000061367,Detroit,Upper Midwest,9.83,99473,55.2,41.7,39.1,1873
00000061368,Detroit,Upper Midwest,9.81,75106,50.9,55.0,26.9,3031
00000061369,Detroit,Upper Midwest,10.1,112992,64.1,43.8,22.5,4632
00000061370,Detroit,Upper Midwest,11.66,23850,66.0,55.0,33.0,1143
00000061371,Detroit,Upper Midwest,9.61,82546,39.2,52.1,21.6,1683
00000061372,Detroit,Upper Midwest,10.51,72068,49.6,55.0,22.5,2353
00000061373,Detroit,Upper Midwest,10.47,38378,50.7,55.0,31.7,2273
00000061374,Detroit,Upper Midwest,8.49,97609,23.6,50.7,32.5,3054
00000061375,Detroit,Upper Midwest,10.08,37533,43.4,55.0,20.6,1298
00000061376,Detroit,Upper Midwest,8.78,82929,28.3,54.8,32.6,1651
00000061377,Detroit,Upper Midwest,9.47,55242,39.0,51.8,20.6,3112
00000061378,Detroit,Upper Midwest,9.13,122186,77.6,36.5,21.6,1327
00000061379,Detroit,Upper Midwest,10.37,80870,69.5,55.0,21.4,1984
00000061380,Detroit,Upper Midwest,9.84,81498,52.1,52.4,27.2,1072
00000061381,Detroit,Upper Midwest,8.24,106500,40.0,47.7,31.7,6439
00000061382,Detroit,Upper Midwest,11.06,65764,58.2,51.2,24.3,1984
00000061383,Detroit,Upper Midwest,10.02,78214,12.7,55.0,34.5,3911
00000061384,Detroit,Upper Midwest,9.95,32526,15.0,55.0,29.9,1853
00000061385,Detroit,Upper Midwest,9.9,66424,46.9,49.5,29.8,2613
00000061386,Detroit,Upper Midwest,10.73,67418,48.2,52.8,31.4,2181
00000061387,Detroit,Upper Midwest,10.68,18059,5.1,51.8,36.8,3170
00000061388,Detroit,Upper Midwest,9.69,76764,19.6,53.8,32.5,2974
00000061389,Detroit,Upper Midwest,10.71,99688,74.3,54.0,37.2,1508
00000061390,Detroit,Upper Midwest,8.4,87090,25.3,51.6,35.9,1513
00000061391,Detroit,Upper Midwest,8.37,97458,31.9,48.3,28.9,2972
00000061392,Detroit,Upper Midwest,9.95,82507,7.3,53.5,25.5,5542
00000061393,Detroit,Upper Midwest,9.41,66598,16.7,55.0,38.4,1426
00000061394,Detroit,Upper Midwest,11.46,19835,82.9,44.8,32.6,1258
00000061395,Detroit,Upper Midwest,11.37,43290,43.8,55.0,22.7,891
00000061396,Detroit,Upper Midwest,8.36,67576,13.5,44.2,23.6,2545
00000061397,Detroit,Upper Midwest,9.92,51357,14.5,54.9,28.0,1938
00000085561,Portland,Northwest,9.01,65984,28.5,55.0,25.8,1886
00000085562,Portland,Northwest,9.43,73039,74.0,50.7,19.5,1825
00000085563,Portland,Northwest,9.19,74765,35.8,55.0,43.8,8304
00000085564,Portland,Northwest,10.39,68367,49.6,53.1,14.3,1561
00000085565,Portland,Northwest,9.53,78447,32.7,51.5,25.8,1278
00000085566,Portland,Northwest,9.0,83348,46.4,53.5,26.3,1993
00000085567,Portland,Northwest,9.48,83009,66.8,48.9,23.4,1659
00000085568,Portland,Northwest,9.36,66179,52.9,51.5,21.9,1153
00000085569,Portland,Northwest,8.99,68803,44.7,55.0,19.2,628
00000085570,Portland,Northwest,10.17,43964,31.6,55.0,22.2,2805
00000085571,Portland,Northwest,9.65,49313,56.1,55.0,28.0,1076
00000085572,Portland,Northwest,9.46,91361,43.6,50.9,31.0,988
00000085573,Portland,Northwest,11.63,45532,58.0,55.0,22.7,1111
00000085574,Portland,Northwest,9.7,35974,26.7,45.5,24.2,752
00000085575,Portland,Northwest,9.46,81185,28.5,55.0,20.3,2680
00000085576,Portland,Northwest,9.01,79587,10.4,54.7,30.3,2473
00000085577,Portland,Northwest,9.38,69250,52.7,49.8,29.0,2026
00000085578,Portland,Northwest,9.54,84581,40.4,55.0,31.6,2767
00000085579,Portland,Northwest,10.75,22128,40.4,55.0,23.2,2342
00000085580,Portland,Northwest,9.84,75370,73.2,52.9,21.0,2572
00000085581,Portland,Northwest,7.59,57562,10.1,55.0,29.9,5402
00000085582,Portland,Northwest,9.31,56605,48.3,52.4,32.9,3258
00000085583,Portland,Northwest,9.49,87912,72.5,55.0,21.5,2009
00000085584,Portland,Northwest,10.06,91501,63.6,55.0,23.1,1032
00000085585,Portland,Northwest,8.21,47808,10.4,50.8,19.8,693
00000085586,Portland,Northwest,10.13,85982,30.4,54.3,18.7,629
00000085587,Portland,Northwest,9.72,97648,38.0,49.9,24.0,3190
00000085588,Portland,Northwest,9.93,64461,41.2,46.2,21.5,1293
00000085589,Portland,Northwest,9.15,67397,51.6,45.2,35.2,1896
00000085590,Portland,Northwest,7.35,74567,25.2,44.1,30.5,1020
00000085591,Portland,Northwest,9.99,43698,19.1,52.8,38.3,6790
00000085592,Portland,Northwest,8.85,38590,12.6,50.0,39.3,615
00000085593,Portland,Northwest,7.54,129005,34.1,30.8,30.3,1964
00000085594,Portland,Northwest,10.87,60995,73.6,52.9,11.4,1458
00000085595,Portland,Northwest,10.37,22035,43.0,55.0,31.1,1828
00000085596,Portland,Northwest,8.92,74996,49.1,53.4,38.2,1491
00000085597,Portland,Northwest,8.52,81364,8.4,51.5,34.4,1059
00000085598,Portland,Northwest,10.21,17687,60.4,55.0,30.8,924
00000085599,Portland,Northwest,10.15,53665,44.1,54.0,26.1,6179
00000085600,Portland,Northwest,9.52,85564,37.8,55.0,19.1,1512
00000085601,Portland,Northwest,8.05,80847,14.7,48.8,34.7,2220
00000085602,Portland,Northwest,8.7,58805,31.0,55.0,27.6,694
00000085603,Portland,Northwest,11.32,40937,51.8,52.3,29.6,507
00000085604,Portland,Northwest,8.39,93444,23.1,55.0,24.8,1204
00000085605,Portland,Northwest,10.09,35713,50.1,48.4,44.1,3052
00000085606,Portland,Northwest,9.1,115724,66.6,36.8,30.8,1839
00000085607,Portland,Northwest,8.63,80213,25.0,54.1,26.2,1307
00000085608,Portland,Northwest,8.98,43937,16.3,53.2,19.9,2339
00000085609,Portland,Northwest,10.04,58053,11.3,49.1,16.9,1299
00000085610,Portland,Northwest,9.59,52761,43.3,55.0,33.5,4129
00000085611,Portland,Northwest,10.97,68272,64.4,55.0,22.7,4232
00000085612,Portland,Northwest,9.04,63203,11.9,53.3,25.3,1278
00000085613,Portland,Northwest,9.15,85056,31.0,55.0,24.5,1134
00000085614,Portland,Northwest,9.71,64742,52.4,55.0,19.7,1730
00000085615,Portland,Northwest,10.44,61869,72.1,55.0,25.5,2335
00000085616,Portland,Northwest,10.3,57956,22.2,51.7,28.4,1534
00000085617,Portland,Northwest,10.61,86372,73.2,55.0,19.6,3386
00000085618,Portland,Northwest,7.69,94594,16.0,55.0,32.7,2120
00000085619,Portland,Northwest,9.05,36809,27.8,48.7,19.1,3473
00000085620,Portland,Northwest,8.62,88824,6.5,55.0,25.7,922
00000085621,Portland,Northwest,8.4,99124,19.2,45.3,32.4,1267
00000085622,Portland,Northwest,10.65,50736,48.1,55.0,27.5,2489
00000085623,Portland,Northwest,9.82,60534,51.3,50.9,15.2,1866
00000085624,Portland,Northwest,9.06,59333,30.4,55.0,6.6,1615
00000085625,Portland,Northwest,8.99,78113,41.7,55.0,33.5,1324
00000085626,Portland,Northwest,8.25,50586,25.6,55.0,35.1,1904
00000085627,Portland,Northwest,9.29,93728,27.2,45.0,32.2,4259
00000085628,Portland,Northwest,8.92,15000,39.7,51.1,27.2,541
00000085629,Portland,Northwest,9.82,62563,53.1,52.7,26.3,1650
00000085630,Portland,Northwest,9.29,59012,61.3,55.0,27.9,1694
00000085631,Portland,Northwest,9.02,50302,18.0,53.4,33.6,941
00000085632,Portland,Northwest,8.67,76979,16.5,44.0,28.2,1646
00000085633,Portland,Northwest,9.29,66428,79.5,55.0,31.7,676
00000085634,Portland,Northwest,9.98,70979,47.5,55.0,38.7,1273
00000085635,Portland,Northwest,10.96,75385,77.8,55.0,19.7,1539
00000085636,Portland,Northwest,7.61,111085,28.8,42.2,28.6,1802
00000085637,Portland,Northwest,9.91,122003,58.1,40.0,21.4,5569
00000085638,Portland,Northwest,8.61,42247,44.2,48.9,26.1,1107
00000085639,Portland,Northwest,9.19,36490,38.0,55.0,28.0,816
00000085640,Portland,Northwest,9.48,57003,32.3,55.0,21.5,3278
00000085641,Portland,Northwest,8.9,43689,3.0,52.3,16.0,124
00000085642,Portland,Northwest,10.02,75499,58.4,55.0,17.7,1247
00000085643,Portland,Northwest,10.65,62034,53.5,55.0,31.2,1487
00000085644,Portland,Northwest,9.86,82936,90.9,55.0,22.9,1027
00000085645,Portland,Northwest,8.58,62608,26.7,54.6,27.5,1707
00000085646,Portland,Northwest,9.84,80117,74.4,55.0,28.7,1225
00000085647,Portland,Northwest,10.39,84790,58.6,55.0,35.1,635
00000085648,Portland,Northwest,10.69,45247,44.4,55.0,25.3,2619
00000085649,Portland,Northwest,10.35,19155,34.8,53.0,29.9,2681
00000085650,Portland,Northwest,9.31,61859,37.6,53.2,19.7,999
00000085651,Portland,Northwest,9.26,53338,16.6,55.0,27.5,1306
00000085652,Portland,Northwest,9.62,73128,35.6,54.4,20.6,5506
00000085653,Portland,Northwest,9.41,75700,34.7,55.0,27.5,2366
00000085654,Portland,Northwest,8.14,50578,9.4,50.3,30.7,1808
00000085655,Portland,Northwest,8.37,80973,35.2,55.0,27.6,4771
00000085656,Portland,Northwest,9.06,80656,53.1,45.0,25.5,683
00000085657,Portland,Northwest,10.63,37206,37.4,55.0,29.8,533
00000085658,Portland,Northwest,10.2,37206,63.3,55.0,24.8,1998
00000085659,Portland,Northwest,9.02,78798,14.1,55.0,25.6,2993
00000085660,Portland,Northwest,10.01,44681,84.8,52.0,19.7,647
00000085661,Portland,Northwest,8.35,101035,31.3,45.9,33.5,829
00000085662,Portland,Northwest,9.11,57628,29.3,55.0,28.5,2909
00000085663,Portland,Northwest,7.99,86039,38.6,55.0,25.9,905
00000085664,Portland,Northwest,10.19,48009,61.4,53.9,19.7,1550
00000085665,Portland,Northwest,8.08,49914,13.1,45.2,48.4,2050
00000085666,Portland,Northwest,9.33,27225,12.3,49.7,4.6,3206
00000085667,Portland,Northwest,9.51,54199,14.7,54.5,22.5,1504
00000085668,Portland,Northwest,9.58,45065,22.6,47.9,24.6,2429
00000085669,Portland,Northwest,9.78,27668,60.8,55.0,35.7,859
00000085670,Portland,Northwest,9.89,62691,39.6,51.1,25.7,2574
00000085671,Portland,Northwest,8.42,98942,15.7,50.2,30.9,1048
00000085672,Portland,Northwest,10.25,46535,57.3,55.0,24.4,789
00000085673,Portland,Northwest,9.15,58889,43.4,55.0,43.6,6242
00000085674,Portland,Northwest,8.87,105467,49.1,55.0,32.2,5420
00000085675,Portland,Northwest,9.75,74658,11.2,55.0,23.2,1976
00000085676,Portland,Northwest,9.75,53707,29.1,49.8,34.0,4574
00000085677,Portland,Northwest,11.76,34019,74.2,55.0,24.8,1487
00000085678,Portland,Northwest,9.69,52277,53.2,55.0,43.0,1666
00000085679,Portland,Northwest,9.31,43063,19.6,55.0,39.5,1626
00000085680,Portland,Northwest,9.89,46520,63.8,55.0,30.6,1045
00000085681,Portland,Northwest,10.01,55220,65.4,52.5,26.3,442
00000085682,Portland,Northwest,11.15,50467,53.6,55.0,22.2,1501
00000085683,Portland,Northwest,11.11,22417,76.9,53.2,34.3,3949
00000085684,Portland,Northwest,8.62,62006,17.5,51.8,40.9,2133
00000085685,Portland,Northwest,10.52,51065,57.0,54.4,25.4,2947
00000085686,Portland,Northwest,10.25,50389,64.2,55.0,31.6,2288
00000085687,Portland,Northwest,9.83,64889,42.9,55.0,32.3,1087
00000085688,Portland,Northwest,8.63,50797,4.5,52.5,36.4,2098
00000085689,Portland,Northwest,9.5,70887,51.2,45.4,22.3,1481
00000085690,Portland,Northwest,9.92,62675,58.2,54.0,31.8,955
00000085691,Portland,Northwest,8.53,60517,16.5,55.0,47.3,3139
00000085692,Portland,Northwest,10.24,56839,29.9,55.0,28.7,826
00000085693,Portland,Northwest,11.53,41869,53.4,53.7,30.6,1217
00000085694,Portland,Northwest,9.79,77232,41.4,55.0,31.4,6837
00000085695,Portland,Northwest,8.86,86749,59.9,55.0,33.5,2754
00000085696,Portland,Northwest,10.47,49114,63.6,55.0,18.5,2094
00000085697,Portland,Northwest,9.52,74092,52.5,45.8,44.9,490
00000085698,Portland,Northwest,9.12,47190,44.6,54.1,29.7,1684
00000085699,Portland,Northwest,10.51,32117,60.5,54.3,32.1,898
00000085700,Portland,Northwest,9.48,41862,46.6,55.0,29.3,1725
00000085701,Portland,Northwest,8.81,35419,6.6,54.5,36.7,1612
00000085702,Portland,Northwest,8.16,98641,12.2,47.4,25.6,1081
00000085703,Portland,Northwest,10.02,53432,51.9,51.4,17.7,3653
00000085704,Portland,Northwest,9.07,62329,38.9,55.0,28.0,3206
00000085705,Portland,Northwest,9.41,84092,51.0,52.1,32.5,920
00000085706,Portland,Northwest,9.46,39011,27.0,50.7,25.8,4649
00000085707,Portland,Northwest,9.93,44936,12.1,55.0,22.8,907
00000085708,Portland,Northwest,8.91,45729,42.7,55.0,31.8,4907
00000085709,Portland,Northwest,10.62,40018,76.9,53.8,20.2,1593
00000085710,Portland,Northwest,9.45,71606,12.1,48.4,36.4,1421
00000085711,Portland,Northwest,8.08,102515,40.0,51.5,27.2,4417
00000085712,Portland,Northwest,7.98,89189,16.4,55.0,33.8,1638
00000085713,Portland,Northwest,10.36,22913,54.8,50.2,18.6,3493
00000085714,Portland,Northwest,9.57,77385,14.4,55.0,39.3,828
00000085715,Portland,Northwest,10.04,97449,78.5,50.8,31.9,1839
00000085716,Portland,Northwest,9.84,42832,62.1,50.6,33.2,2403
00000085717,Portland,Northwest,10.86,30368,65.2,52.8,17.1,3706
00000085718,Portland,Northwest,9.42,88857,56.7,54.8,22.6,2772
00000085719,Portland,Northwest,9.9,63217,49.1,48.4,29.8,1857
00000085720,Portland,Northwest,9.1,72626,23.1,55.0,20.2,2402
00000085721,Portland,Northwest,9.15,65276,20.5,51.4,23.8,1168
00000085722,Portland,Northwest,9.32,81449,52.4,51.6,34.7,2597
00000085723,Portland,Northwest,11.28,73533,78.4,55.0,22.3,2408
00000085724,Portland,Northwest,9.09,64313,20.8,52.7,31.9,1133
00000085725,Portland,Northwest,8.88,76505,33.7,53.9,22.4,1946
00000085726,Portland,Northwest,9.47,82776,20.8,54.5,33.4,2871
00000085727,Portland,Northwest,10.5,70715,70.0,51.1,18.8,7834
